,region,education,jobtype,cptype,sales,employees,aversalary,capital,pros_encoded
421,2,1,0,2,22.7143,,-0.2609,605.9868,0.65
422,2,2,0,0,,-0.007,-1.0435,,-0.5
423,2,0,0,0,,1.1853,1.3913,13.5213,-0.05
424,2,0,0,0,-0.1199,,,-0.113,0.05
425,2,1,0,2,22.7143,,-0.2609,605.9868,0.65
426,2,0,1,0,-0.1194,,0.0,-0.105,0.1
427,2,2,1,0,,-0.1806,0.087,,-0.2
428,2,0,0,2,2.0819,1.4028,0.087,0.6464,0.55
429,2,0,1,0,-0.1301,-0.2092,,-0.1107,-0.1
430,2,0,1,0,-0.1301,-0.2092,,-0.1107,-0.1
431,2,0,1,0,-0.1301,-0.2092,,-0.1107,-0.1
